Domain;IP;Port;Time Expired;Correct CN;Signature Algorithm;Public Key Algorithm;Public Key Size;Subject CN;Subject C;Subject ST;Subject L;Subject O;Subject OU;Subject Email;Valid not after;Valid not before;Serial Number;Version;Issuer ST;Issuer C;Issuer L;Issuer O;Issuer OU;Issuer CN;
www.internetdownloadmanager.com;184.173.188.104;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;secure.internetdownloadmanager.com;US;New York;New York;Tonec Inc.;Secure Application Development;None;Jun  6 23:59:59 2014 GMT;May 13 00:00:00 2011 GMT;26798327909616620498238859230831540748;2;None;US;None;Thawte, Inc.;None;Thawte SSL CA;
www.intoday.in;81.20.66.56;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.intuit.com;159.255.219.76;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.intuit.com;US;California;San Diego;Intuit;Technology Operations;None;Nov 27 23:59:59 2013 GMT;Nov 26 00:00:00 2012 GMT;119152045370867522871773275679814450177;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.io9.com;185.31.19.192;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.a.ssl.fastly.net;US;California;San Francisco;Fastly, Inc.;None;None;Jan 23 12:00:00 2014 GMT;Jan 18 00:00:00 2013 GMT;8832183629681388643394227722772108604;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.ip-adress.com;64.34.169.244;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;admin.ip-adress.com;None;None;None;None;None;None;Aug 17 09:13:00 2020 GMT;Aug 20 09:13:00 2010 GMT;12735823376644138123;2;None;None;None;None;None;admin.ip-adress.com;
www.ipage.com;65.254.244.120;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.ipage.com;None;None;None;None;GT29505539;None;Oct  9 14:40:32 2015 GMT;Aug  7 04:10:33 2013 GMT;878292;2;None;US;None;GeoTrust, Inc.;None;RapidSSL CA;
www.ipeen.com.tw;60.199.195.195;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.ipeen.com.tw;TW;Taiwan;Taipei;HongKu Info Co.,Ltd;OP;None;May 10 15:59:59 2014 GMT;Apr 18 08:23:06 2011 GMT;1707616459;2;None;TW;None;TAIWAN-CA INC.;SSL Certification Service Provider;TWCA Secure CA;
www.iptorrents.com;141.101.113.132;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;ssl4036.cloudflare.com;US;CA;San Francisco;CloudFlare, Inc.;None;None;Jan 15 17:24:59 2018 GMT;Sep 17 07:51:48 2013 GMT;1492250628638645219735522155620628601234410;2;None;BE;None;GlobalSign nv-sa;None;GlobalSign Organization Validation CA - G2;
www.iqiyi.com;220.181.73.6;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.iqiyi.com;CN;Beijing;Beijing;BEIJING QIYI CENTURY SCIENCE&TECHNOLOGY CO.,LTD.;Cloud Platform;None;Oct 19 23:59:59 2013 GMT;Oct 19 00:00:00 2012 GMT;106127427052238599615430170711108159871;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.irctc.co.in;202.93.154.28;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.irib.ir;62.220.119.58;443;FAIL;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;localhost.localdomain;--;SomeState;SomeCity;SomeOrganization;SomeOrganizationalUnit;root@localhost.localdomain;Jun  9 03:52:44 2010 GMT;Jun  9 03:52:44 2009 GMT;25157;2;SomeState;--;SomeCity;SomeOrganization;SomeOrganizationalUnit;localhost.localdomain;
www.irpopup.ir;199.21.149.139;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.irr.ru;194.84.36.10;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.irr.ru;RU;Russia;Moscow;OOO PRONTO-MOSKVA;IT Department;None;Oct 14 23:59:59 2014 GMT;Oct 11 00:00:00 2012 GMT;287179937076331208580190536097610229399;2;None;RU;None;RBC Hosting Center;None;RBC HC High Assurance Services CA;
www.irs.gov;217.212.241.48;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.islamweb.net;209.207.230.239;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.islamweb.net;QA;Fanar;Doha Qatar;IslamWeb;None;None;Jul 23 12:00:00 2014 GMT;Jul 19 00:00:00 2013 GMT;19901338863416327120493398244414438574;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.isohunt.com;208.95.173.130;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;4096;isohunt.com;None;None;None;isohunt.com;Domain Control Validated;None;Jun 24 21:57:44 2014 GMT;Jun 24 21:57:44 2011 GMT;22105500226200879;2;Arizona;US;Scottsdale;Starfield Technologies, Inc.;http://certificates.starfieldtech.com/repository;Starfield Secure Certification Authority;
www.issuu.com;174.129.235.52;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;issuu.com;DK;Denmark;Kobenhavn V;Issuu Aps;None;None;Dec  9 23:59:59 2014 GMT;Dec  4 00:00:00 2012 GMT;43162603434478518159301791629404821581;2;None;US;None;Thawte, Inc.;None;Thawte SSL CA;
www.istockphoto.com;81.20.66.57;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.itau.com.br;92.123.231.170;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.itau.com.br;BR;Sao Paulo;Sao Paulo;Itau Unibanco S.A.;STI;None;Mar 13 23:59:59 2015 GMT;Mar 13 00:00:00 2013 GMT;35866160726773958882319510084362356949;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO Extended Validation Secure Server CA 2;
www.itv.com;23.52.3.22;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.itv.com;None;None;None;None;Domain Control Validated;None;Jul 23 23:59:59 2014 GMT;Jul 23 00:00:00 2013 GMT;112843936489376209515623460363773542540;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO SSL CA 2;
www.i.ua;91.198.36.14;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;passport.i.ua;UA;Kyiv;Kyiv;I UA LLC;I.UA;None;May 14 23:59:59 2014 GMT;Apr 16 00:00:00 2013 GMT;14331011105464276550962288701523320440;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO Extended Validation Secure Server CA;
www.ivi.ru;91.233.216.112;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.ivi.ru;RU;Moscow;Moscow;LLC Ivi.ru;IT;None;Jan 15 23:59:59 2015 GMT;Jan 15 00:00:00 2013 GMT;181920015538513804852760864668985048779;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO High-Assurance Secure Server CA;
www.iza.ne.jp;210.168.93.6;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.iza.ne.jp;JP;Tokyo;Chiyoda-ku;SANKEI DIGITAL INC.;Systems Department 01;None;Jun  3 14:59:00 2014 GMT;May 27 09:27:40 2013 GMT;639483692412204887587399151922842212368312865122;2;None;JP;None;Cybertrust Japan Co., Ltd.;None;Cybertrust Japan Public CA G2;
www.izlesene.com;188.132.178.110;443;OK;OK;sha256WithRSAEncryption;rsaEncryption;2048;*.izlesene.com;None;None;None;None;Domain Control Validated;None;Aug 11 10:26:50 2014 GMT;Jul 12 13:40:02 2013 GMT;1132174422224790;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certs.godaddy.com/repository/;Go Daddy Secure Certificate Authority - G2;
www.jabong.com;23.52.7.176;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.jabong.com;None;None;None;None;Domain Control Validated;None;May 11 23:59:59 2014 GMT;May 11 00:00:00 2013 GMT;248444679788668436792586163126529515876;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO SSL CA 2;
www.jagran.com;81.20.66.49;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.jalan.net;160.17.5.1;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.jalan.net;JP;Tokyo;Chuo-ku;Recruit Holdings Co.,Ltd.;REC_JLN;None;Oct  1 23:59:59 2016 GMT;Sep 30 00:00:00 2013 GMT;166603088952272029585741275005858129166;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.jal.co.jp;43.253.233.123;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.jal.co.jp;JP;Tokyo;Shinagawa-ku;Japan Airlines Co.,Ltd.;IT Planning;None;Dec 16 23:59:59 2013 GMT;Dec 10 00:00:00 2012 GMT;71036772331235140605945991305208021196;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Extended Validation SSL CA;
www.jalopnik.com;185.31.16.129;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.a.ssl.fastly.net;US;California;San Francisco;Fastly, Inc.;None;None;Jan 23 12:00:00 2014 GMT;Jan 18 00:00:00 2013 GMT;8832183629681388643394227722772108604;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.japanpost.jp;203.133.238.164;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.japanpost.jp;JP;Tokyo;CHIYODA-KU;Japan Post Holdings Co., Ltd.;Terms of use at www.verisign.com/rpa (c)05;None;Oct  5 23:59:59 2014 GMT;Sep 27 00:00:00 2013 GMT;17221530468674944480654471824789865998;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.java.com;137.254.120.47;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.java.com;US;California;Redwood City;Oracle Corporation;PDIT Network Operations;None;Jan 26 23:59:59 2014 GMT;Dec 27 00:00:00 2012 GMT;159617300098761913670276338518067546508;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 International Server CA - G3;
www.jcpenney.com;23.48.216.33;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.jcpenney.com;US;Texas;Dallas;JCPenney;Internet Store;None;Mar 13 15:56:53 2014 GMT;Mar 13 15:56:53 2013 GMT;40564819207326211370288609788262;2;None;None;None;Cybertrust Inc;None;Cybertrust Public SureServer SV CA;
www.jcrew.com;23.45.161.112;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.jcrew.com;US;New York;New York;J. Crew International Inc;Comodo EV SSL;None;Jul 28 23:59:59 2014 GMT;Jun 22 00:00:00 2012 GMT;165898682840860814946096474437512604018;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO Extended Validation Secure Server CA 2;
www.jetblue.com;23.48.216.150;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.jetblue.com;US;NEW YORK;Forest Hills;JetBlue Airways Corporation;Akamai Wildcard SSL;None;Mar 14 17:39:38 2014 GMT;Mar 14 17:39:38 2013 GMT;40564819207326212923149618441667;2;None;None;None;Cybertrust Inc;None;Cybertrust Public SureServer SV CA;
www.jeuxvideo.com;193.36.45.139;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.jeuxvideo.com;FR;Auvergne;Aurillac;L'odyssee interactive jeuxvideo.com;None;None;Jan 14 18:52:53 2014 GMT;Jan 11 23:15:59 2012 GMT;74695;2;None;US;None;GeoTrust, Inc.;None;GeoTrust SSL CA;
www.jezebel.com;185.31.19.192;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.a.ssl.fastly.net;US;California;San Francisco;Fastly, Inc.;None;None;Jan 23 12:00:00 2014 GMT;Jan 18 00:00:00 2013 GMT;8832183629681388643394227722772108604;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.jiameng.com;118.126.18.185;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;m.jiameng.com;CN;Shanghai;Shanghai;Shanghai Fuwang Information Technology Co., LTD;IT;None;Nov 16 23:59:59 2014 GMT;Sep 17 00:00:00 2013 GMT;24512711810961473261299780052462667346;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 International Server CA - G3;
www.jiathis.com;183.136.150.166;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;dynamic.12306.cn;CN;None;None;Sinorail Certification Authority;î¡çÔ[¢b7gR°N-_√;None;Jun  6 13:34:39 2014 GMT;Jan 22 13:34:39 2013 GMT;4474691858901235463;2;None;CN;None;Sinorail Certification Authority;None;SRCA;
www.jiathis.com;209.170.78.72;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;dynamic.12306.cn;CN;None;None;Sinorail Certification Authority;î¡çÔ[¢b7gR°N-_√;None;Jun  6 13:34:39 2014 GMT;Jan 22 13:34:39 2013 GMT;4474691858901235463;2;None;CN;None;Sinorail Certification Authority;None;SRCA;
www.jimdo.com;151.249.93.67;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;ssl2.cdngc.net;US;California;San Jose;CDNetworks Inc.;None;None;Feb 19 12:00:00 2014 GMT;Jan 17 00:00:00 2012 GMT;14778614240754370697548897010191854586;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.jma.go.jp;93.184.220.20;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;gp1.wac.edgecastcdn.net;US;California;Santa Monica;EdgeCast Networks, Inc.;None;None;Dec 10 12:00:00 2014 GMT;Oct  3 00:00:00 2011 GMT;8210492562808063157843291620531792002;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.jobrapido.com;46.105.106.82;443;FAIL;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.jobrapido.com;IT;MI;Milan;Jobrapido s.r.l.;None;None;May 22 12:00:00 2013 GMT;May 17 00:00:00 2012 GMT;5800586010424758421803157944770105445;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.jobstreet.com;27.111.210.76;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.jobstreet.com;None;None;None;*.jobstreet.com;Domain Control Validated;None;May 25 07:06:01 2014 GMT;May 25 07:06:01 2011 GMT;21242355322483698;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.joemonster.org;94.23.90.4;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;4096;joemonster.org;PL;None;None;None;Domain Control Validated;None;Jul 22 17:24:46 2016 GMT;Jul 22 17:24:46 2013 GMT;1492306593163586177935640537380758442539722;2;None;None;None;AlphaSSL;None;AlphaSSL CA - G2;
www.johnlewis.com;193.35.250.65;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.johnlewis.com;GB;London;London;John Lewis plc;JLC WK;None;Jul 27 23:59:59 2014 GMT;Jul 26 00:00:00 2012 GMT;77661084018118950118660079315405972531;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Extended Validation SSL SGC CA;
www.joomlart.com;173.192.72.211;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.joomlart.com;AU;None;None;www.joomlart.com;GT38652003;None;Dec 27 00:08:21 2016 GMT;Oct 26 05:39:10 2011 GMT;192727;2;None;US;None;GeoTrust Inc.;Domain Validated SSL;GeoTrust DV SSL CA;
www.journaldunet.com;195.248.250.150;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.journaldunet.com;None;None;None;www.journaldunet.com;Domain Control Validated;None;Jan 26 14:31:02 2014 GMT;Jan  7 08:58:59 2013 GMT;12279327749104171;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.jquery.com;70.32.120.34;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;jquery.org;None;None;None;None;GT15849530;None;Jan 27 07:21:13 2014 GMT;Jan 22 15:54:03 2013 GMT;386853;2;None;US;None;GeoTrust Inc.;Domain Validated SSL;GeoTrust DV SSL CA;
www.jugem.jp;210.172.182.98;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;api.jg.jugem.jp;JP;None;None;api.jg.jugem.jp;Domain Control Validated;None;Jan 13 09:25:36 2016 GMT;Jan 13 09:25:40 2011 GMT;1208925819615924088607941;2;None;None;None;Alpha;Alpha CA;Alpha CA;
www.juicyads.com;66.244.151.241;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;secure.juicyads.com;None;None;None;None;GT13936111;None;Jun 19 16:55:19 2014 GMT;May 17 08:19:01 2013 GMT;439001;2;None;US;None;GeoTrust Inc.;Domain Validated SSL;GeoTrust DV SSL CA;
www.junbi-tracker.com;95.128.200.219;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.junbi-tracker.com;None;None;None;None;Go to https://www.thawte.com/repository/index.html;None;Jun 26 23:59:59 2015 GMT;Jun 26 00:00:00 2013 GMT;33378223493876254795686072628447153528;2;None;US;None;Thawte, Inc.;Domain Validated SSL;Thawte DV SSL CA;
www.junglee.com;178.236.6.99;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.junglee.com;US;Washington;Seattle;Amazon.com Inc.;None;None;Jul 18 23:59:59 2014 GMT;Jul 17 00:00:00 2013 GMT;85641568451428416660251920279285264350;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.jungle.gr;92.48.74.76;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.jusbrasil.com.br;64.91.235.250;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.jusbrasil.com.br;BR;BA;Salvador;GOSHME SOLUCOES PARA A INTERNET LTDA. ME;None;None;Apr  1 21:08:34 2014 GMT;Apr  1 21:08:34 2013 GMT;21127371676931460;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.justanswer.com;46.33.75.75;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.justhost.com;74.220.195.132;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.justhost.com;None;None;None;None;Domain Control Validated;None;Oct 12 23:59:59 2014 GMT;Oct 13 00:00:00 2011 GMT;223718679255822362911170137583124387903;2;Greater Manchester;GB;Salford;Comodo CA Limited;None;PositiveSSL CA;
www.justjared.com;217.212.238.64;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.justunfollow.com;72.14.249.165;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.justunfollow.com;US;DE;Lewes;Codigami Inc;None;None;Dec 13 18:10:17 2013 GMT;Dec 13 18:10:17 2012 GMT;22276560208782338;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.jvzoo.com;216.229.2.148;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.jvzoo.com;US;Florida;Oviedo;BBC Systems, Inc.;None;None;Jan 17 19:09:40 2014 GMT;Jan 15 22:50:34 2013 GMT;2280606474406147;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.kaixin001.com;220.181.103.141;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.kaixin001.com;CN;BeiJing;Beijing;Beijing Kaixinren Information Technology Co.,Ltd;IT;None;Nov 20 23:59:59 2014 GMT;Nov 20 00:00:00 2012 GMT;86079748556698791551374478412180169846;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.kajabi.com;23.21.89.83;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2432;*.kajabi.com;None;None;None;None;Domain Control Validated;None;Jul  5 23:59:59 2014 GMT;Jun  5 00:00:00 2013 GMT;323525819885524119507334656178491959849;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;EssentialSSL CA;
www.kakaku.com;210.129.151.129;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.kaskus.co.id;103.6.117.3;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.kaskus.co.id;ID;Jakarta Selatan;Jakarta;PT. DARTA MEDIA INDONESIA;Terms of use at www.verisign.com/rpa (c)05;None;Sep  6 23:59:59 2014 GMT;Sep  6 00:00:00 2012 GMT;26435260427945891291176680474334787398;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Extended Validation SSL CA;
www.kaspersky.com;195.27.252.18;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.kaspersky.com;RU;Moscow;Moscow;Kaspersky Lab.;IT;None;Apr 24 23:59:59 2014 GMT;Apr 25 00:00:00 2011 GMT;63836364534356611670024213082882514513;2;None;US;None;Thawte, Inc.;None;Thawte SSL CA;
www.kayak.com;88.221.74.152;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.kayak.com;US;CT;Norwalk;KAYAK Software Corp.;Akamai SAN SSL OV;None;Jan 17 23:59:59 2014 GMT;Oct  2 00:00:00 2013 GMT;210439315671200272349522869203426312993;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO Extended Validation Secure Server CA 2;
www.kbb.com;23.45.162.233;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.kbb.com;US;California;Irvine;Kelley Blue Book Co.;IT - Enterprise Infrastructure;None;Apr  1 14:05:13 2014 GMT;Apr  1 14:05:13 2013 GMT;40564819207326238797262079023975;2;None;None;None;Cybertrust Inc;None;Cybertrust Public SureServer SV CA;
www.kddi.com;106.162.242.16;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.kddi.com;JP;Tokyo;Chiyoda-Ku;KDDI CORPORATION;Network Operation Center;None;Sep 16 23:59:59 2014 GMT;Sep  6 00:00:00 2013 GMT;6294523105000669467430579915509879092;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.keywordblocks.com;50.58.197.14;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;512;*.akamaihd.net;US;None;None;akamai.media.net;None;None;Apr 16 08:02:19 2018 GMT;Apr 16 08:02:19 2013 GMT;0;2;None;US;None;akamai.media.net;None;*.akamaihd.net;
www.khabarpu.com;207.182.130.110;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;localhost;US;Someprovince;Sometown;none;none;webmaster@localhost;Apr 27 22:05:44 2040 GMT;Dec 11 22:05:44 2012 GMT;13963364853239815497;0;Someprovince;US;Sometown;none;none;localhost;
www.kickass.to;195.3.147.99;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.kickass.to;None;None;None;None;Domain Control Validated;None;Jun 19 23:59:59 2014 GMT;Jun 19 00:00:00 2013 GMT;271589588262384782889884514979419188582;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;EssentialSSL CA;
www.kickstarter.com;107.22.185.62;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.kickstarter.com;None;None;None;*.kickstarter.com;Domain Control Validated;None;Aug  5 18:34:42 2014 GMT;Aug  5 18:34:42 2011 GMT;1133112869242408;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.kijiji.ca;81.20.66.25;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.kijiji.it;91.211.72.9;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.kijiji.it;IT;None;None;www.kijiji.it;GT02014827;None;Sep 11 03:13:10 2014 GMT;Sep 10 06:16:46 2009 GMT;841136;2;None;US;None;Equifax;Equifax Secure Certificate Authority;None;
www.king.com;217.212.243.84;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.king.com;None;None;None;None;Domain Control Validated;None;Nov 24 23:59:59 2013 GMT;Nov 25 00:00:00 2011 GMT;150768504738830483850200857599254192575;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;EssentialSSL CA;
